Source       ,Target       ,Type   ,Category              ,Weight
PA445355     ,DOID:9402    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:13035   ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,DOID:10457   ,Dirigé ,WITH_COMMON_TREATMENT ,   4.0
PA445355     ,DOID:10371   ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:12096   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA445795     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA443655     ,Dirigé ,WITH_COMMON_TREATMENT ,   7.0
PA445355     ,PA443913     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA444278     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:13431   ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA445418     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:5052    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA445312     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,DOID:10027   ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:3055    ,Dirigé ,WITH_COMMON_TREATMENT ,   4.0
PA445355     ,PA165109006  ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA443432     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA445883     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:10242   ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA443385     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA443450     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:13036   ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:229     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:0050480 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:8881    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA444859     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:1022    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:2518    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:13034   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:0060000 ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA446421     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA445113     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA443444     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:0060185 ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:9700    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:0060324 ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:11100   ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:14654   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA444915     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:0050136 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA443875     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:0050289 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:12386   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA445298     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:13238   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:9113    ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA445305     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA443566     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA444816     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:14095   ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA444555     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:11573   ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA444825     ,Dirigé ,WITH_COMMON_TREATMENT ,   4.0
PA445355     ,PA443833     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA165108477  ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA443575     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA445972     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA444814     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA443279     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA165108506  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA165109120  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:2515    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:0050061 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA445483     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA166048734  ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,DOID:11263   ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,DOID:10773   ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA444253     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA446721     ,Dirigé ,WITH_COMMON_TREATMENT ,   8.0
PA445355     ,DOID:1019    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA445672     ,Dirigé ,WITH_COMMON_TREATMENT ,   6.0
PA445355     ,DOID:2123    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA443247     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:10921   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:8596    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:7475    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:8504    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA445165     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA444267     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:782     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA165108379  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:869     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA443829     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:12384   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA443597     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:13146   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:0050052 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:1579    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:7551    ,Dirigé ,WITH_COMMON_TREATMENT ,   4.0
PA445355     ,PA445196     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA165109103  ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA445970     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA444745     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA443945     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:12385   ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445355     ,PA166048776  ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA443749     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:1343    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:11337   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA166048755  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA444280     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:2297    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:11330   ,Dirigé ,WITH_COMMON_TREATMENT ,   5.0
PA445355     ,PA443517     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA445047     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA445960     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA443570     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,PA445829     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA445992     ,Dirigé ,WITH_COMMON_TREATMENT ,   9.0
PA445355     ,DOID:2799    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:104     ,Dirigé ,WITH_COMMON_TREATMENT ,   7.0
PA445355     ,PA445913     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:0050242 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:6195    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445355     ,DOID:2112    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,DOID:11976   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445355     ,PA443822     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446023     ,DOID:4762    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446023     ,PA443894     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446023     ,DOID:2297    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446023     ,PA443671     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446023     ,PA444628     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446023     ,PA443891     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446023     ,PA446391     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446023     ,PA443425     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446023     ,DOID:288     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445920     ,PA166048928  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445920     ,PA166048863  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445920     ,DOID:883     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444283     ,DOID:3078    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444283     ,PA443557     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444283     ,DOID:5076    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444283     ,PA444903     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444283     ,DOID:7007    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444283     ,DOID:5077    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444560     ,DOID:10112   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444807     ,PA444370     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444807     ,DOID:10763   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444807     ,PA445019     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444184     ,DOID:8654    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444184     ,PA445551     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444184     ,DOID:1798    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444184     ,PA444903     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444184     ,PA445594     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444184     ,PA445100     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444942     ,PA443340     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444942     ,DOID:13724   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444942     ,PA443766     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444942     ,DOID:0050727 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048865  ,DOID:10457   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048865  ,DOID:11263   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048865  ,PA445672     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048865  ,PA445960     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048865  ,PA445992     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048865  ,PA446721     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048865  ,PA445483     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048865  ,PA445970     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048865  ,DOID:869     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445318     ,PA443459     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445318     ,PA445850     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445318     ,DOID:3875    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443367     ,PA444787     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443970     ,PA443673     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443970     ,PA444949     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443970     ,PA445750     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443970     ,PA444403     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443970     ,PA445676     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443970     ,PA443519     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443970     ,PA447098     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443970     ,PA443513     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443970     ,DOID:6364    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445515     ,PA445425     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445515     ,PA444513     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445515     ,PA445190     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,DOID:4464    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,PA443331     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,PA446152     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,PA444850     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,DOID:0060192 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,PA443815     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,PA444820     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,DOID:0050747 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,PA444985     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,PA445015     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,DOID:9663    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,PA445013     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,PA443434     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,DOID:3309    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,DOID:13241   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444086     ,PA446500     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108127  ,PA166048734  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108127  ,DOID:10457   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108127  ,DOID:7551    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108127  ,DOID:11263   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108127  ,PA443247     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108127  ,DOID:9113    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108127  ,PA443385     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108127  ,DOID:1343    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108127  ,PA444253     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444414     ,PA446053     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444414     ,PA166048842  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048842  ,PA446053     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048842  ,PA444414     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166224501  ,DOID:1352    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166224501  ,PA445672     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166224501  ,PA445047     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166224501  ,PA445557     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166224501  ,DOID:1579    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446851     ,DOID:1289    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446851     ,PA445254     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048928  ,PA445920     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048928  ,DOID:883     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048928  ,PA166048863  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443984     ,PA444368     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443984     ,DOID:3128    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443984     ,PA165108893  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443984     ,PA444555     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443984     ,PA445019     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443984     ,PA444370     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048835  ,DOID:3107    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048835  ,DOID:1252    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166048835  ,PA444952     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165109020  ,PA443622     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA165109020  ,PA444840     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165109020  ,DOID:4908    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165109020  ,PA443512     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA165109020  ,PA443627     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA165109020  ,PA444903     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA165109020  ,DOID:0050865 ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA165109020  ,DOID:5520    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA165109020  ,DOID:2531    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165109020  ,PA443756     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA165109020  ,DOID:5157    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165109020  ,DOID:3907    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA165109020  ,PA444760     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165109020  ,PA445013     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165109020  ,DOID:2645    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA165109020  ,PA444685     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165109020  ,PA443624     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA165109020  ,DOID:4467    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165109020  ,DOID:4006    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165109020  ,PA444845     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165109020  ,DOID:3904    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165109020  ,PA160680212  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446870     ,PA443459     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446870     ,PA444368     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446870     ,PA445850     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446870     ,PA445465     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446870     ,DOID:3875    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446870     ,DOID:74      ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446870     ,DOID:10763   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446870     ,PA443670     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446870     ,PA444370     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446870     ,DOID:224     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA445089     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA444822     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA444823     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA443580     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,DOID:12119   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,DOID:12132   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA445828     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,DOID:3459    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA446171     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,DOID:2871    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA160680212  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,DOID:3683    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA445551     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,DOID:4648    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA445100     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,DOID:718     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA444985     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA443560     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA445204     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA445597     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA446169     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA444850     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA445004     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,DOID:1340    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,DOID:8654    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA445555     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,DOID:8924    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA444987     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA444760     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445538     ,PA445010     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446540     ,DOID:10176   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446540     ,DOID:0080158 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446540     ,PA443697     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446116     ,PA443450     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446116     ,DOID:750     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446116     ,PA444206     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA446116     ,PA444883     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445185     ,DOID:8534    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445185     ,PA443532     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445185     ,PA443622     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445185     ,PA444104     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445185     ,PA444513     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445185     ,PA445001     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445185     ,PA444540     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445185     ,PA445190     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108536  ,PA165108437  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108536  ,PA443519     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108536  ,PA445999     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108536  ,PA443371     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166114942  ,DOID:1936    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166114942  ,DOID:1168    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166114942  ,PA443425     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA166114942  ,DOID:3146    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA166114942  ,PA443796     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166114942  ,PA444368     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA166114942  ,DOID:0060185 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108379  ,PA443655     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108379  ,DOID:9113    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108379  ,PA444825     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108379  ,DOID:8881    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108379  ,DOID:0050052 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA165108379  ,DOID:13035   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
